,id,time,tweet,language,hashtags,cashtags,thumbnail,source,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
374,1353021865426620421,22:18:45,"371 COVID-19 cases (Peliyagoda Cluster) reported, raising the total number of COVID-19 cases reported so far today (23) to 724 : Govt. Info Dept.",en,[],[],,,,,[],,,,
375,1353018563695681537,22:05:38,Dammika Bandara Says no responsibility for Pavithra contracting COVID-19.  https://t.co/ShGrP4QzI6,en,[],[],,,,,[],,,,
376,1353009500110934016,21:29:37,A total of 724 people were identified today as COVID-19 positive- Government Information Department,en,[],[],,,,,[],,,,
377,1353008156276912130,21:24:16,"The American broadcaster and cable  News interviewer, #LarryKing, has died at the age of 87. He had been hospitalised at a medical centre in Los Angeles with #Covid19!  https://t.co/QYTrCdubNX",en,"['larryking', 'covid19']",[],https://pbs.twimg.com/media/EsbZvS5W8AAyKDt.jpg,,,,[],,,,
378,1353003830791856128,21:07:05,G. L. Peiris tests Negative for COVID-19    https://t.co/qRFPFpS8S7   #lka #SriLanka #COVID19SL #COVID19LK #COVID #COVID19 #coronavirus,en,"['lka', 'srilanka', 'covid19sl', 'covid19lk', 'covid', 'covid19', 'coronavirus']",[],,,,,[],,,,
379,1353000543241691138,20:54:01,"Sri Lanka health minister sent to Covid-19 beach resort: ECONOMYNEXT – Sri Lanka’s health minister Pavithra Wanniarachchi was isolated Saturday at a beach hotel after she tested positive for the Coronavirus, officials…  https://t.co/1OhTFYBK1p #FinancialChronicle #Srilanka #LK",en,"['financialchronicle', 'srilanka', 'lk']",[],,,,,[],,,,
380,1352997430996979713,20:41:39,"நாட்டில் இன்று 724 பேருக்கு கொரோனா தொற்று உறுதி மொத்த நோயாளிகள் எண்ணிக்கை 57,587 ஆக உயர்வு  #lka #SriLanka #COVID19LK #COVID19SL #COVID19 #coronavirus #CoronavirusOutbreak",ta,"['lka', 'srilanka', 'covid19lk', 'covid19sl', 'covid19', 'coronavirus', 'coronavirusoutbreak']",[],,,,,[],,,,
381,1352995704851992577,20:34:48,What?? GMOA declared that COVID 19 situation in Sri Lanka has reached to the community spread stage...??  I DONT BELIEVE THEM 🤔   https://t.co/w5BSFMVW58,en,[],[],,,,,[],,,,
382,1352990711583551488,20:14:57,"Another 371 COVID-19 cases have been detected today in the country, raising the number of confirmed infections to 57,587.  724 cases in total were detected in Sri Lanka today.  #SriLanka #lka #coronavirus #COVID19SL #COVID19LK #COVID19",en,"['srilanka', 'lka', 'coronavirus', 'covid19sl', 'covid19lk', 'covid19']",[],,,,,[],,,,
383,1352984934877638656,19:52:00,"@CFabig @GSorayaZ @jasonhickel Absolutely NOT true. They are not imprisoned. Even now due to the pandemic, homeless people and Beggars are given financial aid and food by forces. During March-April 2020, Colombos homeless population was taken to QCs and was all tested and treated for covid-19.",en,[],[],,,,,"[{'screen_name': 'CFabig', 'name': ""We're all brainwashed - wake up!"", 'id': '1039760472348745728'}, {'screen_name': 'GSorayaZ', 'name': 'Gnei Soraya Zarook', 'id': '1209723095621066754'}, {'screen_name': 'jasonhickel', 'name': 'Jason Hickel', 'id': '380956211'}]",,,,
384,1352978499003445250,19:26:25,What a shame for this country! At least now is the time for evidence-based science in handling this pandemic. #Covid_19 #SriLanka,en,"['covid_19', 'srilanka']",[],,,,,[],,,,
385,1352974011962183680,19:08:36,"Larry King, American TV and radio host, has passed away at the age of 87. He was hospitalized earlier in the month with Covid-19",en,[],[],,,,,[],,,,
386,1352972815868321793,19:03:50,"The American broadcaster and cable news interviewer, Larry King, has died at the age of 87. He had been hospitalised at a medical centre in Los Angeles with Covid-19.  https://t.co/nKlsOmC7mo",en,[],[],https://pbs.twimg.com/media/Esa5jJcXIAAy-js.jpg,,,,[],,,,
387,1352968599661645825,18:47:05,"Legendary television host Larry King has passed away in Los Angeles, a few weeks after being hospitalized with COVID-19. #LarryKing  https://t.co/mMmKx74ruP",en,['larryking'],[],https://pbs.twimg.com/media/Esa1olzXMAAmaYU.jpg,,,,[],,,,
388,1352962179969003531,18:21:35,353 more people tested positive for COVID-19,en,[],[],,,,,[],,,,
389,1352962118702804992,18:21:20,"Another 353 COVID-19 cases have been detected today in the country, raising the number of confirmed infections to 57,216. #SriLanka #lka #coronavirus #COVID19SL #COVID19LK #COVID19",en,"['srilanka', 'lka', 'coronavirus', 'covid19sl', 'covid19lk', 'covid19']",[],,,,,[],,,,
390,1352961540895469568,18:19:02,"Education Minister Prof. G L Peiris who had been on self quarantine, tested Negative for COVID-19: Ministry of Education",en,[],[],,,,,[],,,,
391,1352956743182114816,17:59:58,Minister of Education GL Peiris has tested negative for COVID-19. #SriLanka #lka #coronavirus #COVID19SL #COVID19LK #COVID19,en,"['srilanka', 'lka', 'coronavirus', 'covid19sl', 'covid19lk', 'covid19']",[],,,,,[],,,,
393,1352945923949613061,17:16:59,"Today , The one year anniversary of the #worlds first #lockdown for  #COVID19 prevention ! #wuhan in #china lockeddown on 2020/01/23",en,"['worlds', 'lockdown', 'covid19', 'wuhan', 'china']",[],,,,,[],,,,
394,1352945477747175424,17:15:13,"644 persons who contracted the novel coronavirus have recovered and have been discharged from hospitals, raising the number of recoveries to 49,261.  #SriLanka #lka #coronavirus #COVID19SL #COVID19LK #COVID19",en,"['srilanka', 'lka', 'coronavirus', 'covid19sl', 'covid19lk', 'covid19']",[],,,,,[],,,,
396,1352925650580107264,15:56:25,"India to begin #COVID19 #vaccine exports to Saudi Arabia, Morocco  https://t.co/SZnL4zjUyj",en,"['covid19', 'vaccine']",[],,,,,[],,,,
397,1352914878865010694,15:13:37,Is Cremation Allowed in Islam?            Muiz Bukhary  #Islam #funerals #Covid19 #Muslim #cremation #funeralrights   #lka #SriLanka #Colombo #Srilankapolitics  @ApiWenuwen @ReflectMind @nirowa74   https://t.co/VUKzY9EAHb,en,"['islam', 'funerals', 'covid19', 'muslim', 'cremation', 'funeralrights', 'lka', 'srilanka', 'colombo', 'srilankapolitics']",[],,,,,[],,,,
398,1352912814780899329,15:05:25,Covid 19 prevention measures  1. Distance 2. Respiratory Etiquette 3. Anti Septic 4. Mask,en,[],[],,,,,[],,,,
399,1352910406302511104,14:55:51,#COVID19 ISOLATION UPDATE: Devanampiyatissapura 295A GN division (Tissawewava 1 area) of the Anuradhapura district has been declared isolated w/ immediate effect.  #COVID19SL #COVID19LK #SriLanka #LKA #lka,en,"['covid19', 'covid19sl', 'covid19lk', 'srilanka', 'lka', 'lka']",[],,,,,[],,,,
400,1352910098889371648,14:54:38,அனுராதபுரம் மாவட்டத்தின் தேவநம்பியதிஸ்ஸ புரத்தில் 295 A கிராம சேகவர் பிரிவு உடன் அமுலுக்கு வரும் வகையில் தனிமைபடுத்தப்பட்டது  #Lka #SriLanka #COVID19LK #COVID19SL #COVID19,ta,"['lka', 'srilanka', 'covid19lk', 'covid19sl', 'covid19']",[],,,,,[],,,,
401,1352907928567746560,14:46:00,அனுராதபுரம் தேவநம்பியதிஸ்ஸ புரத்தில் 295 A கிராம சேகவர் பிரிவு உடன் அமுலுக்கு வரும் வகையில் தனிமைபடுத்தப்பட்டது  #lka #SriLanka #COVID19LK #COVID19SL #COVID19 #coronavirus #CoronavirusOutbreak,ta,"['lka', 'srilanka', 'covid19lk', 'covid19sl', 'covid19', 'coronavirus', 'coronavirusoutbreak']",[],,,,,[],,,,
402,1352907571779182592,14:44:35,#srilanka Northwestern province Anuradhapura dewanampiyathissapura GS area isolated with immediate effect . @SilvaShavendra says  #COVID19,en,"['srilanka', 'covid19']",[],,,,,[],,,,
403,1352907512949989377,14:44:21,"295A Grama Niladari Division in Devanampiyathissa Pura, Anuradhapura isolated with immediate effect : Army #lka #SriLanka #COVID19 #COVID19LK #COVID19SL",tl,"['lka', 'srilanka', 'covid19', 'covid19lk', 'covid19sl']",[],,,,,[],,,,
404,1352884154300473345,13:11:32,Sri Lanka to receive first batch of Covid-19 vaccines next week: President: President Gotabaya Rajapaksa said that Sri Lanka will receive the first batch of Oxford-AstraZeneca Covid-19 vaccines manufactured in India next…  https://t.co/WUuFt6z4Ub #FinancialChronicle #Srilanka #LK,en,"['financialchronicle', 'srilanka', 'lk']",[],,,,,[],,,,
405,1352883427578572800,13:08:39,Sri Lanka to receive first batch of Covid-19 vaccines next week: President #SriLanka #lka  https://t.co/g2mTtJA0ye,en,"['srilanka', 'lka']",[],,,,,[],,,,
406,1352880168965029888,12:55:42,Ministry of Health confirms that Minister of Health Pavithra Wanniarachchi has tested positive for COVID-19. #SriLanka #lka #coronavirus #COVID19SL #COVID19 #COVID19LK,en,"['srilanka', 'lka', 'coronavirus', 'covid19sl', 'covid19', 'covid19lk']",[],,,,,[],,,,
407,1352879135345897472,12:51:35,"UK ,Ghana, Pakistan ,German  and several indian State health ministers were tested positive for #COVID19 before ! #srilanka is the latest.",en,"['covid19', 'srilanka']",[],,,,,[],,,,
408,1352878831368073226,12:50:23,"Health Minister #PavithraWanniarachchi has been tested positive for #COVID19 by two separate tests, Rapid Antigen &amp; PCR, officials confirmed.  She is the 2nd cabinet minister to infected the virus after Vasudeva Nanayakkara &amp; 5th MP to be infected by global pandemic! #lka  https://t.co/J2h9E9zZYW",en,"['pavithrawanniarachchi', 'covid19', 'lka']",[],https://pbs.twimg.com/media/EsZkHsvWMAI4QHe.jpg,,,,[],,,,
409,1352878154793283589,12:47:42,"State Minister of Pandemics &amp; #COVID19 Prevention Dr Sudharshani Fernandopulle says that as it has been scientifically established that #C19 patients are more likely to infect others during the first 10 days, authorities must devise a fresh strategy to manage the pandemic. #lka  https://t.co/QYo6ZCgGrx",en,"['covid19', 'c19', 'lka']",[],https://pbs.twimg.com/media/EsZiEhMXYAITAHc.jpg,,,,[],,,,
410,1352876934343122946,12:42:51,Covid vaccine will be in Sri Lanka by the 27th - President @GotabayaR    https://t.co/zKQT2acraS   #lka #SriLanka #vaccination #COVID19SL #COVID19 #COVID19LK #CoronaVaccine #VaccinationDrive,en,"['lka', 'srilanka', 'vaccination', 'covid19sl', 'covid19', 'covid19lk', 'coronavaccine', 'vaccinationdrive']",[],,,,,[],,,,
411,1352872350400843776,12:24:38,Health Minister Pavithra Wanniarachchi tested positive for Covid-19; Ministry sources confirmed a short while ago.,en,[],[],,,,,[],,,,
412,1352871817417945093,12:22:31,"#PCRtest was also positive for #srilanka #health #Minister Pawithra Wanniarachchi ,ministry confirms! #COVID19",en,"['pcrtest', 'srilanka', 'health', 'minister', 'covid19']",[],,,,,[],,,,
413,1352871515285573632,12:21:19,Ministry of Health confirms that Minister of Health Pavithra Wanniarachchi has tested positive for COVID-19. #SriLanka #lka #coronavirus #COVID19SL #COVID19 #COVID19LK,en,"['srilanka', 'lka', 'coronavirus', 'covid19sl', 'covid19', 'covid19lk']",[],,,,,[],,,,
414,1352871058207080448,12:19:30,Health Minister Pavithra Wanniarachchi tested positive for Covid-19; Ministry officials confirmed today #COVID19LK #COVID19SL #SriLanka #lka,en,"['covid19lk', 'covid19sl', 'srilanka', 'lka']",[],,,,,[],,,,
415,1352870766342238208,12:18:20,Minister of Health Pavithra Wanniarachchi has tested positive for COVID-19. #SriLanka #lka #coronavirus #COVID19,en,"['srilanka', 'lka', 'coronavirus', 'covid19']",[],,,,,[],,,,
416,1352870362556604416,12:16:44,சுகாதார அமைச்சர் பவித்ரா வன்னியர்ச்சிக்கு மேற்கொள்ளப்பட்ட பி.சி.ஆர். பரிசோதனையில் கொரோனா தொற்று உறுதி - சுகாதார அமைச்சு  #lka #SriLanka #COVID19LK #COVID19SL #COVID19 #coronavirus #CoronavirusOutbreak,ta,"['lka', 'srilanka', 'covid19lk', 'covid19sl', 'covid19', 'coronavirus', 'coronavirusoutbreak']",[],,,,,[],,,,
417,1352869848951500805,12:14:41,LATEST NEWS சுகாதார அமைச்சர் பவித்ரா வன்னியாராச்சிக்கு மேற்கொள்ளப்பட்ட  பிசிஆர் பரிசோதனையிலும் கொரோனா தொற்று உறுதி.  PCR test of Health Minister Pavitra Wanniarachchi also tested positive for COVID-19 - Health ministry  #Lka #SriLanka #COVID19LK #COVID19SL #COVID19,und,"['lka', 'srilanka', 'covid19lk', 'covid19sl', 'covid19']",[],,,,,[],,,,
418,1352868784235630592,12:10:27,Health Minister Pavithra Wanniarachchi tested positive for Covid-19 - Sources,en,[],[],,,,,[],,,,
419,1352868684138639361,12:10:04,Health Minister Pavitra Wanniarachchi has been tested positive for COVID-19 #covid #news #lka #sl,en,"['covid', 'news', 'lka', 'sl']",[],,,,,[],,,,
420,1352867765951070209,12:06:25,Florida migrant farmworkers face uncertainty amid COVID-19 vaccine residency requirement  https://t.co/qiI4zPmShK #covid,en,['covid'],[],,,,,[],,,,
421,1352867432487116800,12:05:05,PCR test of Health Minister Pavitra Wanniarachchi also tested positive for COVID-19 - Health ministry,en,[],[],,,,,[],,,,
422,1352866994261901313,12:03:21,"The President says the first batch of 600,000 doses of the coronavirus vaccine will arrive in Sri Lanka on Wednesday(27th) : PMD #SriLanka #lka #coronavirus #COVID19 #COVID19LK #COVID19SL",en,"['srilanka', 'lka', 'coronavirus', 'covid19', 'covid19lk', 'covid19sl']",[],,,,,[],,,,
423,1352865144469118982,11:56:00,District distribution of Covid-19 patients as at 6.00am today    https://t.co/sLXYUSNtjN   #CoronavirusStrain  #COVID19  #lka,en,"['coronavirusstrain', 'covid19', 'lka']",[],,,,,[],,,,
424,1352863186408628224,11:48:13,"President says steps taken to bring down 600,000 vials of #Oxford-#AstraZeneca Covid vaccines from #India on Jan 27  While, #COVID19 vaccination trials started at Piliyandala Divisional Hospital, Ragama Teaching Hospital and the Piliyandala MOH Office, Health Ministry said! #lka  https://t.co/kHb2ZbxzRf",en,"['oxford', 'astrazeneca', 'india', 'covid19', 'lka']",[],https://pbs.twimg.com/media/EsZV5PfW8AEumKk.jpg,,,,[],,,,
425,1352862684790861825,11:46:13,"#SriLanka to receive 600,000 vaccines for Covid-19 from India on January 27 as the first step; President Gotabaya Rajapaksa-  https://t.co/JpGSobLmI5",en,['srilanka'],[],,,,,[],,,,
426,1352860980376727552,11:39:27,"இந்தியாவில் இருந்து எதிர்வரும் 27 ஆம் திகதி 600,000 ஒக்ஸ்போர்டு-அஸ்ட்ராஜெனெகா கொரோனா தடுப்பூசிகள் கொண்டுவரப்படும் - ஜனாதிபதி  #lka #SriLanka #COVID19LK #COVID19SL #COVID19 #coronavirus #CoronavirusOutbreak",ta,"['lka', 'srilanka', 'covid19lk', 'covid19sl', 'covid19', 'coronavirus', 'coronavirusoutbreak']",[],,,,,[],,,,
427,1352860368817836033,11:37:01,"The President says the first batch of 600,000 doses of the coronavirus vaccine will arrive in Sri Lanka on Wednesday(27th) : PMD #SriLanka #lka #coronavirus #COVID19 #COVID19LK #COVID19SL",en,"['srilanka', 'lka', 'coronavirus', 'covid19', 'covid19lk', 'covid19sl']",[],,,,,[],,,,
428,1352859505978208256,11:33:35,"The President says the first batch of 600,000 doses of the coronavirus vaccine will arrive in Sri Lanka on Wednesday(27th)-PMD. #SriLanka #lka #coronavirus #COVID19 #Covaxin",en,"['srilanka', 'lka', 'coronavirus', 'covid19', 'covaxin']",[],,,,,[],,,,
429,1352858133702574082,11:28:08,"President Gotabaya Rajapaksa says steps taken to bring down 600,000 vials of Oxford-AstraZeneca Covid-19 vaccines from India on 27 January (Wednesday)",en,[],[],,,,,[],,,,
430,1352857723713552385,11:26:30,"President says steps taken to bring down 600,000 vials of Oxford-AstraZeneca Covid-19 vaccines from India on Wednesday",en,[],[],,,,,[],,,,
431,1352857307433021440,11:24:51,"President Gotabaya Rajapaksa states that steps have been taken to bring down 600,000 vials of Oxford-AstraZeneca Covid-19 vaccines from India on the 27th of January 2021. @GotabayaR @AstraZeneca",en,[],[],,,,,[],,,,
432,1352856783505797125,11:22:46,"Sri Lanka will bring down 600,000 vials of Oxford-AstraZeneca Covid-19 vaccines from India on January 27-President Gotabaya Rajapaksa #COVID19LK #COVID19SL #SriLanka #lka",en,"['covid19lk', 'covid19sl', 'srilanka', 'lka']",[],,,,,[],,,,
433,1352855706248986624,11:18:29,#BreakingNews #VaccineMaitri #COVID19,und,"['breakingnews', 'vaccinemaitri', 'covid19']",[],,,,,[],,,,
434,1352855679933927425,11:18:23,"President Gotabaya Rajapaksa says steps taken to bring down 600,000 vials of Oxford-AstraZeneca Covid-19 vaccines from India on 27 January (Wednesday)",en,[],[],,,,,[],,,,
435,1352852270921240576,11:04:50,"කෙගල්ලෙහි ධම්මිකා බන්ඩාරා, #COVID 19 සඳහා පිළියමක් අකාර්යක්ෂම වීමට හේතු පැහැදිලි කරන්නේ ධම්මිකා පානියා තිබියදීත් මිනිසුන් ආසාදනය වන බැවිනි.  ඔහු පවසන්නේ යමෙකු මස් හෝ මාළු අනුභව කර මත්පැන් හෝ දුම්වැටි පානය කළහොත් පැනියාහි effectiveness ලදායීතාවය නැති වී යන බවයි.  #lka #lanka  https://t.co/ZQIXRWJMT3",si,"['covid', 'lka', 'lanka']",[],https://pbs.twimg.com/media/EsZL4u4XIAEXgGb.jpg,,,,[],,,,
436,1352839010079698945,10:12:09,Sri Lanka health minister is on self-quarantine following positive #COVID19 antigen test.,en,['covid19'],[],,,,,[],,,,
437,1352838656546004993,10:10:44,சுகாதார அமைச்சர் பவித்ரா வன்னியாராச்சிக்கு மேற்கொள்ளப்பட்ட அன்ரிஜன் பரிசோதனையில் கொரோனா தொற்று உறுதி #lka #SriLanka #COVID19LK #COVID19SL #COVID19 #coronavirus #CoronavirusOutbreak,ta,"['lka', 'srilanka', 'covid19lk', 'covid19sl', 'covid19', 'coronavirus', 'coronavirusoutbreak']",[],,,,,[],,,,
438,1352836002449154049,10:00:12,ඇමරිකා එක්සත් ජනපදයේ නව ජනාධිපති ජෝ බයිඩන්ගේ පරිපාලනය මගින් ක්‍රියාත්මක කරන COVID-19 එන්නත්කරණ වැඩසටහන වේගවත් කිරීම සඳහා එම එන්නත් රට පුරා බෙදාහැරීමට අවශ්‍ය සහාය තම සමාගම ලබාදෙන බව අන්තර්ජාලය හරහා භාණ්ඩ බෙදාහැරීමේ සුප්‍රසිද්ධ සමාගමක් වන ඇමේසන් සමාගම පවසය…  https://t.co/o8DHMQQi5U,si,[],[],,,,,[],,,,
439,1352832918310199296,09:47:56,Sri Lanka Health Minister tests positive for Covid - BBC reports   Details :  https://t.co/dS6hCSzUP4 #COVID19 #COVID,en,"['covid19', 'covid']",[],,,,,[],,,,
440,1352825199713017857,09:17:16,“Down 25% leading up to the COVID-19 lockdown but powerfully bouncing back +48% to close 2020; and up another +14% in value in the first two weeks of 2021. And all this in the backdrop of residual pandemic uncertainty.” #lka   https://t.co/thb6AxR9Ck,en,['lka'],[],,,,,[],,,,
441,1352824327109009415,09:13:48,#Muslims #COVID19 #SriLanka  #StopForcedCremations  @UNHumanRights @UNSriLanka @HRCSriLanka @OIC_OCI @OICatUN @MWLOrg_en @WMuslimCC @emiratesislamic @WAMNEWS_ENG @arabnews @AJArabic @AJEnglish @AJENews @UAENews @qatarnews @MofaQatar_EN @MofaQatar_AR @TamimBinHamad @HHShkMohd,und,"['muslims', 'covid19', 'srilanka', 'stopforcedcremations']",[],,,,,[],,,,
442,1352822707029684224,09:07:22,"@munza14 #COVID19 deceased, they update only the age &amp; town, no names. And the 2nd infant yet to be updated,means technically results negative, yet subject to #Forcedcremation Here u worry a second test to verify. #SriLanka #Stopforcedcremations @WHO @hrw @KenRoth   https://t.co/5dYOXeUmX1",en,"['covid19', 'forcedcremation', 'srilanka', 'stopforcedcremations']",[],,,,,"[{'screen_name': 'munza14', 'name': 'Munza Mushtaq', 'id': '251958790'}]",,,,
443,1352816276255744001,08:41:49,Positioning Sri Lanka as South Asia’s Dubai After COVID-19  https://t.co/4KbXJkBDvD… by Ganeshan Wignaraja #lka #srilanka #economy #development  https://t.co/v1QTWkmEl6,in,"['lka', 'srilanka', 'economy', 'development']",[],https://pbs.twimg.com/media/EsYrOdsW8AAx0n2.jpg,,,,[],,,,
444,1352816099226738688,08:41:06,Positioning Sri Lanka as South Asia’s Dubai After COVID-19  https://t.co/4KbXJkBDvD… by Ganeshan Wignaraja #lka #srilanka #economy #development  https://t.co/Oj3dDoVlqI,in,"['lka', 'srilanka', 'economy', 'development']",[],https://pbs.twimg.com/media/EsYrEJNW4AAKXe9.jpg,,,,[],,,,
445,1352815916153761793,08:40:23,-11 Monaragala/Puttalam/Nuwara Eliya -10 Jaffna/Kilinochchi -08 Kegalle -07 Polonnaruwa -06 Mannar -05 Vavuniya -04 Mullaitivu -03 Badulla/Anuradhapura -03 arrivals -02 Trincomalee  #SriLanka #lka #coronavirus #COVID19,hi,"['srilanka', 'lka', 'coronavirus', 'covid19']",[],,,,,[],,,,
446,1352815700612624384,08:39:31,A majority of the 787 COVID-19 cases yesterday(23rd) have been detected from Gampaha. -139 Gampaha -108 Kandy -101 Colombo -66 Kalutara -65 Kurunegala -61 Galle -45 Matale -39 Ratnapura -23 Matara -18 Ampara -14 Batticaloa/ Hambantota  #SriLanka #lka #coronavirus #COVID19,tl,"['srilanka', 'lka', 'coronavirus', 'covid19']",[],,,,,[],,,,
447,1352815494026428417,08:38:42,Positioning Sri Lanka as South Asia’s Dubai After COVID-19  https://t.co/4KbXJkBDvD… by Ganeshan Wignaraja #lka #srilanka #economy #development  https://t.co/vOf1cyC9sX,in,"['lka', 'srilanka', 'economy', 'development']",[],https://pbs.twimg.com/media/EsYqal0XUAEIMFV.jpg,,,,[],,,,
448,1352812968673767426,08:28:40,Positioning Sri Lanka as South Asia’s Dubai After COVID-19  https://t.co/6MnIA1sjsT by Ganeshan Wignaraja #lka #srilanka #economy #development  https://t.co/ATcI9EcWBO,in,"['lka', 'srilanka', 'economy', 'development']",[],https://pbs.twimg.com/media/EsYoM7mW8AU5yF3.jpg,,,,[],,,,
449,1352810937179402242,08:20:36,787 #COVID19 patients identified from #SriLanka yesterday (22). #lka #COVID19SL #COVID19LK #coronavirus,en,"['covid19', 'srilanka', 'lka', 'covid19sl', 'covid19lk', 'coronavirus']",[],,,,,[],,,,
450,1352810666642571265,08:19:31,787 #COVID19 patients identified from #SriLanka yesterday (22). #lka #COVID19SL #COVID19LK #coronavirus  https://t.co/cA06x43DOW,en,"['covid19', 'srilanka', 'lka', 'covid19sl', 'covid19lk', 'coronavirus']",[],https://pbs.twimg.com/media/EsYmDJuXEAAVtKg.jpg,,,,[],,,,
451,1352804926079062017,07:56:42,சுகாதார அமைச்சர் பவித்ரா வன்னியாராச்சிக்கு மேற்கொள்ளப்பட்ட அன்ரிஜன் பரிசோதனையில் கொரோனா தொற்று உறுதி. பிசிஆர் முடிவுக்காக காத்திருப்பு  #lka #SriLanka #COVID19LK #COVID19SL #COVID19 #coronavirus #CoronavirusOutbreak,ta,"['lka', 'srilanka', 'covid19lk', 'covid19sl', 'covid19', 'coronavirus', 'coronavirusoutbreak']",[],,,,,[],,,,
452,1352799751104831489,07:36:09,@arabnews Concern over travelers! Fair enough. But #arabnews for the leading news source in #SaudiArabia #Saudi #ksa #Arab &amp; how come you have not raised views against #Forcedcremations of #Muslims #SriLanka #COVID19 #StopForcedCremations  Beside 👇 wasn't the 1st  https://t.co/NiWyCNYbkA,en,"['arabnews', 'saudiarabia', 'saudi', 'ksa', 'arab', 'forcedcremations', 'muslims', 'srilanka', 'covid19', 'stopforcedcremations']",[],,,,,"[{'screen_name': 'arabnews', 'name': 'Arab News', 'id': '69172612'}]",,,,
453,1352790130105454603,06:57:55,"@AriffShihab @MoH_SriLanka FYI., It's Not #SriLanka Failed #COVID19 #COVIDー19 But The Loser #racist #Government Of Rajapaksha @ParliamentLK Who Failed &amp; Fails, Mind It. #Colombo #lka @Economynext",en,"['srilanka', 'covid19', 'covidー19', 'racist', 'government', 'colombo', 'lka']",[],,,,,"[{'screen_name': 'AriffShihab', 'name': 'Muhammad Ariff', 'id': '3369428098'}]",,,,
454,1352780347029807104,06:19:02,الحمد لله يا رب العالمين الحمد لله على كل حال سُبحَانَ اللَّهِ وَالْحَمْدُ لِلَّهِ وَلاَ إِلَهَ إِلاَّ اللَّهُ وَاللَّهُ أَكْبَرُ وَلاَ حَوْلَ وَلاَ قُوَّةَ إِلاَّ بِاللَّه #Colombo #lka #COVID19 #SriLanka #StopForcedCremations,ar,"['colombo', 'lka', 'covid19', 'srilanka', 'stopforcedcremations']",[],,,,,[],,,,
455,1352777774885441537,06:08:49,"@RajapaksaNamal @tiktok_us @TikTok_IN Your digital ecosystem #ForcedCremations is what is, disrupting a delicate ecosystem. #Colombo #lka #Muslims #COVIDー19 #covid19  #SriLanka  _ #TikTok  @Dailymirror_SL For a positive creative approach, initiate #StopForcedCremations  https://t.co/WOKpJOTsyM",en,"['forcedcremations', 'colombo', 'lka', 'muslims', 'covidー19', 'covid19', 'srilanka', 'tiktok', 'stopforcedcremations']",[],https://pbs.twimg.com/media/EsYIMyLXYAIeVlb.png,,,,"[{'screen_name': 'RajapaksaNamal', 'name': 'Namal Rajapaksa', 'id': '1356593833'}, {'screen_name': 'tiktok_us', 'name': 'TikTok', 'id': '2401980110'}, {'screen_name': 'TikTok_IN', 'name': 'TikTok India', 'id': '1120638284927922176'}]",,,,
456,1352774853066153996,05:57:12,"@K_DeLanerolle Preceding her reputation, I have no rgd for her neither of whom she takes orders, no secret there. Regardless of 'em burn our loved ones, I wish her a speed recovery. But, SOWING &amp; REAPING! PERIOD. #Colombo #lka #Muslims #COVID19 #SriLanka #Stopforcedcremations",en,"['colombo', 'lka', 'muslims', 'covid19', 'srilanka', 'stopforcedcremations']",[],,,,,"[{'screen_name': 'K_DeLanerolle', 'name': 'Kanishka De Lanerolle', 'id': '121085740'}]",,,,
457,1352762163476258816,05:06:47,Thousands have been refused funding to self-isolate.  No wonder #Covid19 is rampant |  https://t.co/DECysjFuJg,en,['covid19'],[],,,,,[],,,,
458,1352704576231796736,01:17:57,BREAKING NEWS 🚨   Reports coming in that Health Minister Pavinthra Wanniarachchi has tested POSITIVE for #COVID19 - BBC reports. #lka,en,"['covid19', 'lka']",[],,,,,[],,,,
459,1352700438026493953,01:01:31,"පීසී ආර් පොසිට්ව් උනොත් පැනි දනෙට කෙල වෙනවා ,,පීසීඅර්‍ර් නෙගටිව් උනොත් ඇන්ටිජන් ගෙන්වන උන්ට කෙල වෙනවා රෙද්දක් ඇදන් කියන්න යැයි ලොකු සර් ලා ඇන්ටිජන් කරනවා කියලා  #SriLanka #COVID19 #COVID19SL #COVID19LK  https://t.co/BIlXnjLLh4",si,"['srilanka', 'covid19', 'covid19sl', 'covid19lk']",[],https://pbs.twimg.com/media/EsXB398XYAA75WA.jpg,,,,[],,,,
460,1352700317633105920,01:01:02,"Regulator approves COVID-19 vaccine: The National Medicines Regulatory Authority (NMRA) yesterday approved the use of the Oxford-AstraZeneca vaccine against COVID-19 in emergency situations, and health authorities are expecting to receive the first batch…  https://t.co/SZUIQkvsny",en,[],[],,,,,[],,,,
461,1352699467762462721,00:57:39,"(1) Breaking News: Health Minister Pavithra Wanniarachchi has reportedly gone into quarantine after a Rapid Antigen Test conducted on her yesterday for COVID-19, came in positive, sources told Daily Mirror last night.  https://t.co/0nVilCIjlg",en,[],[],https://pbs.twimg.com/media/EsXA_ijXMAEpLnb.jpg,,,,[],,,,
462,1352695804331503618,00:43:06,"The Govt. is paying the ultimate price for its irresponsible conduct. While wishing a speedy recovery for Health Min. #PavithraWanniarachchi, we reiterate that this govt. shamelessly gambled with #COVID19 by promoting a dodgy ""local cure"" &amp; not being proactive about the #vaccine  https://t.co/Q9JmT8uQ3B",en,"['pavithrawanniarachchi', 'covid19', 'vaccine']",[],https://pbs.twimg.com/media/EsW9LilXIAAa3b6.jpg,,,,[],,,,
