,vader_sentiment_label,vader_score,clean_tweet
746,1,0.4215,@dialoglk says future today using government introduced QR based covid 19 safety mechanism instead keep people queues manually write names. While backup tech must used. #dialoglk #staysafesl @AzzamAmeen @NewsWireLK @icta_srilanka https://t.co/uReMO44Eod
747,0,-0.68,@adaderanasin Oh dear! No piloting mind severe Covid-19(00) infection 😢. https://t.co/5S90JgCjQM
748,0,-0.2263,"#Saimax #Saunacumfacial #streamer *Benifical Prevention Treatment COVID-19 *Limited stocks available To: Contact 0771675554 @ Colombo, Sri Lanka https://t.co/Pf1DkYAdQu"
749,0,-0.7301,"Despite lack evidence provided credible medical doctor; government willfully much ignorance science, continued restrict burial COVID-19 victims. WHO, CDC along 190 countries say allow burial, country restricted https://t.co/1UdOEbsiHO"
750,1,0.936,times Great planet means covid19 finish God universal truth issues equal value Humans society promise trusted https://t.co/ccPh4XuqAe
751,1,0.128,කන්දෙ හැපෙන හඳ - අද දක්‌නට නැත . Hope Covid-19 pandemic disappears world soon. 🪔 #kandeviharaya #buddhistvihara #srilanka 🇱🇰 #lka @ Kandewihara Temple https://t.co/BjBzDffNdd
752,1,0.128,"""Open 365 Days A Year"" There better term define Pettah ideal world, ever since Pandemic hit, need minus days city lockdown. 😢 #colombo #srilanka #people #streetphotography #everydaysrilanka #COVID19 #lockdown #isolation https://t.co/7f5LUxyN69"
753,1,0.8122,"https://t.co/jhrk7J5GlI I haircut myself&amp;this 2nd time since stay srilanka.I self coz time lockdown pndmic covid19. So can't go salon.This quite easy step2 it,but need bit skill&amp;feeling start using scissor 😛💛 https://t.co/1CIAk7z4aC"
754,1,0.7777,"Take vacation The Ark! It’s close-by, secluded perfect small group. The Ark operates COVID-19 safety protocols. #vacationspot #weekdaybreak #weekendgetaway #lushgreenseclusion #closetocolombo #1hrsdrive #pooltoyourself @The Ark Sri Lanka @ark_srilanka https://t.co/2qG413cqyn"
755,0,0.0,"Just snagged entire stock! #chateauneufdupape #french #wine #covid_19 #limitedstock @ Colombo, Sri Lanka https://t.co/ErIDMfbS4H"
756,1,0.9313,Me With #mehendi because...idk nott #ThrowbackThursday sounds good #thursdaymorning I guess #ThursdayMotivation good thing too. Honestly I lot happier nowadays. Hence positive weirdness. Things #Covid_19 https://t.co/Rj3jrXHo1M
757,0,-0.6124,#isolatedforawhile #isolated #maradanarailwaystation #nopassengers due #isolation #covid_19 #restforawhile 🚂🚄🚆🚝 https://t.co/ACmW85hO4Y
758,0,0.0,#instagood #instamood #fridayvibes #fridaynight #outing #covid_19 #colombo #foodie #periperi #portugese @ Diego's Peri Peri https://t.co/ZgZT0ETqKX
759,0,0.0,@Keells_SL I Kandy city outlet peradeniya road can't see staysafe qr code based system manual recording details folks enter facility. Is decision made rationale negligence #COVID19SL #Covid_19
760,0,-0.25,#Protest #SriLanka #COVID19 #lockdown requesting open lockdown https://t.co/PmSVL0rgLO
761,0,0.0,It's 2nd day lockdown area including Mihiaya Sewana flats #lockdown #SriLanka #COVID19 https://t.co/WWqtlPZvII
762,0,0.0,"Daily new cases Sri Lanka, called control? #lka #COVID19SL #COVID19 https://t.co/wryH4OOd3r"
763,1,0.9231,Greatest Place #SriLanka #Beautiful place sri lanka. We usually travel December. This #COVID19 situation can’t travel. Best destination sri lanka. Royal Botanical Garden Peradeniya #Timeswithhoney 🇱🇰 https://t.co/XYOz9xDrMe
764,0,0.0,Kattankudy Covid-19 Prevention Task Force requests close shops 8.00pm Kattankudy #COVID19BC #Kattankudy
765,0,0.0,46 million total cases. #COVID19 #CoronaVirus #Pandemic https://t.co/WqBNAKr4s7
766,1,0.3182,@adaderana This Indians small country neighbor. Shame 100 billions. Spread Covid-19(00) variants like these. Have automobile free trade deal them? No. Nothing. They make cheap cars Sri lankan pay higher customs duty.
767,1,0.3182,Some fresh veggies long time #COVID__19 #Covid19SL #Curfew #SriLanka #lka https://t.co/xSjObqYLjx
768,0,0.0,609 COVID-19 patients single day! #Achievement 🦠😷 #CoronaGoals #ThugLife #COVID19SL #lka #SriLanka
769,0,-0.2263,"Over 6,000 cases counting. But hospitalized number confusing. #lka #COVID19SL #COVID19 https://t.co/VE3OkOxp5o"
770,0,-0.6249,මිනුවන්ගොඩ බ්‍රැන්ඩික්ස් පොකුරේන් කොවිඩ් ආසාදිත පෑලියගොඩ මත්සය වෙලදපළේ 182 ක් නිරෝදානයට සමාජයෙන් හමුවී නොමැත. #Brandix #Minuwangoda #Covid19 #lk #SriLanka #Irony 🤦‍♀️🙄 https://t.co/bZ4hKDgDg1
771,0,0.0,The Four COVID-19 Personality Types ! @ Sri Lanka https://t.co/I5GLW3FdeY
772,0,0.0,"Gardening bleeding fingers(for nth time) Perks covid-19 @ Naranwala, Sri Lanka https://t.co/JCGnQrkGIy"
773,1,0.7088,It’s everywhere! Hopefully things better coming days. #COVID19SL #COVID19 #lka https://t.co/xTSDmOr5XS
774,0,0.0,@anandmahindra With covid-19(00) infection. https://t.co/c5oUBVxlhI
775,1,0.6486,"⁦@WorldBank⁩ strategy help South Asian nations work together cope COVID-19 unlock new opportunities focuses resilience, economic connectivity, human capital https://t.co/TR3slEngKA"
776,1,0.6597,People still wearing masks. Wear mask breath freely like #turtle. #lka #COVID19LK #COVID19SL #covid19 #Masks #WearMasks #togetherwecan https://t.co/MNNxpfTI5C
777,1,0.6705,The COVID Free PERA COVID-19 Awareness Workshop Rotaract Club University Peradeniya held creating awareness COVID-19 virus. @ROTARACT_Pera @Rotaract3220 #Rotaract #Rotaract3220 #StriveAsOne #WeAreRotaract #WeWillFightCovid19 https://t.co/6Cgv3Rfbck
778,1,0.5093,"Stay Safe &amp; Healthy! Let us unite fight COVID-19 Sri Lanka #covid_19 #srilanka #pandemic #flyrichlanka #flyrichsworntranslation #colombo #srilanka @ Colombo, Sri Lanka https://t.co/wm53k7P6Qf"
779,0,-0.1511,"Covid-19 can't stop favorite cakes. Cakes available Birthdays, Events, occasion. DM WhatsApp us 0772317049 cake range prices find us UberEats &amp; Pick-me @ Tea Avenue https://t.co/15LjFCUk2Q"
780,1,0.7351,"Camping Beach 🔥♥️ COVID-19 keep away China 🇨🇳, keep enjoying life exploring Sri Lanka 🇱🇰 #nightcamping #lk #nightlife @ Panama, Sri Lanka https://t.co/vwX31xTKrl"
781,0,0.0,Chill vibes 🦩🌵//... • • • #bohemians #Covid_19 #MoreThanCameraPhone #mobilephotography https://t.co/OcgnpmZup6
782,1,0.6447,SPECIAL OFFER UP TO END AUGUST Per person HB LKR 4250.00 /= Net Per person FB LKR 4750.00 /= Net Day Room DBL LKR 5500/= 25% beverage COVID 19 - YOUR SAFE IS OUR PRIORITY Remarks :- cater mainly to… https://t.co/VMyeCrKzFJ
783,0,0.0,Just metres away home. #masker #mask #srilanka #lostmasker #litter #covid19 #covid_19 #masque #මාස්ක් #maskmania #කුණු #srilanka @ Wadduwa Kolabada https://t.co/fy9CEgj9gX
784,0,-0.7579,Pettah Bus stand water taps broken . There place wash hands . Seems like authorities reckless Covid-19 fear gone . #COVID__19 #lk #SriLanka #actnow
785,1,0.4767,Asia's biggest golf ground⛳️🏌🏻‍♂️🥇//... . . . #Golf #colombo #colombigolfclub #stayhigh #bohemians #COVID19 https://t.co/zRXKUMQsta
786,0,0.0,YOU ARE YOUR WORK #day149 #day149lockdown #stayathome #staysafe #stayathomeissafe #workhard #covid19 #thewinner #memories @ The Hilton Colombo https://t.co/phXwmVyaDC
787,1,0.5411,"Again village area. Sent friend! #masker #mask #srilanka #lostmasker #litter #covid19 #covid_19 #masque #මාස්ක් #maskmania #කුණු #srilanka @ Pothupitiya, Sri Lanka https://t.co/qWJXlJkc9g"
788,1,0.5411,"This town hall area. Sent friend! #masker #mask #srilanka #lostmasker #litter #covid19 #covid_19 #masque #මාස්ක් #maskmania #කුණු #srilanka @ Town Hall, Colombo https://t.co/IvH43YEszN"
789,0,0.0,BE PATIENT WITH TIME #day148 #day148lockdown #stayathome #staysafe #stayathomeissafe #bepatientwithtime #covid19 #thewinner #memories #shotbyme @ L.A.B https://t.co/gmGGnpvxTs
790,1,0.5766,INVEST YOUR TALENTS #day147 #day147lockdown #stayathome #staysafe #stayathomeissafe #investyourtalents #covid19 #thewinner #memories #shotbyme #shotfrombalcony @ Beira Lake https://t.co/AVJWBUdavH
791,0,0.0,DREAMING TO DOING #day146 #day146lockdown #stayathome #staysafe #stayathomeissafe #dreamingtodoing #covid19 #thewinner #memories #shotbyme @ Galle Face Beach https://t.co/cINq0v6vTi
792,0,0.0,MINDSET FOR LIFE #day145 #day145lockdown #stayathome #staysafe #stayathomeissafe #mindsetforlife #covid19 #thewinner #memories @ Taj Samudra https://t.co/4Zt0VqZIT4
793,1,0.1779,Through thick thin 🔥 #colombo #vibes #stayfocused #srilanka #travel #dharmaproductions #covid19 #pablo #goodvibes #friends #lifestyle #horology #swatch #livelife #dharmawick #karma #monochrome #goodfriends… https://t.co/HgMlVkmSeq
794,0,0.0,KEEP GOING! Don't Watch The Clock; Do What It Does. Keep Going. - Sam Levenson #day144 #day144lockdown #stayathome #staysafe #stayathomeissafe #keepgoing #covid19 #thewinner #memories @ The Hilton Colombo https://t.co/oZ0HYnVhSm
795,0,0.0,KEEP IT PERSONAL #day143 #day143lockdown #stayathome #staysafe #stayathomeissafe #covid19 #thewinner #memories @ The Hilton Colombo https://t.co/JURTHsu9ac
796,0,0.0,I walked kilometer home today littered masks road. It's kilometer! #masker #mask #srilanka #lostmasker #litter #covid19 #covid_19 #masque #මාස්ක් #maskmania #කුණු #srilanka… https://t.co/v2OzHKrANe
797,0,0.0,"Another mask left aside road! #masker #mask #srilanka #lostmasker #litter #covid19 #covid_19 #masque #මාස්ක් #maskmania #කුණු #srilanka @ Pothupitiya, Sri Lanka https://t.co/XCf7ScN44l"
798,1,0.7269,Had one way another 😁 #colombo #vibes #stayfocused #srilanka #travel #dharmaproductions #covid19 #pablo #goodvibes #friends #lifestyle #horology #swatch #livelife #dharmawick #karma… https://t.co/kXFb22GrMM
799,0,-0.5423,Destroy covid-19 dont let destroy#covid19 https://t.co/82D1Q8uw3U
800,1,0.7885,We PROTECTED PROTECT Students Covid19. Examination Centres South Eastern University Sri Lanka... #SriLanka #UniversityChallenge #COVID19SL #Academia #Examination https://t.co/R8hxFZPBXR
801,1,0.4404,"What's cultural tradition global pandemic? I planning releasing design w/ myrdintl coincide Esala Perahera thanks COVID-19 shutting world down, going vault for… https://t.co/mO4RnzjKQQ"
802,0,-0.34,#Beach #sunrise #Tree #sundayvibes #family #mountain #FunDynastyOnZoom #crazy #COVID19 https://t.co/oCxmqhqRES
803,1,0.7993,What good thing happened COVID19? I get report work T-shirts casuals! Can see smiling beneath mask??? https://t.co/PXKx5QnhU3
804,0,0.0,#FaceMask trends keep coming.. #sriLanka #colombo #covid19 #mask #fashion https://t.co/4kWPZIM4wK
805,1,0.0516,#tbt life #covid19 🔙 #colombo *free pool access 😭* #movenpickcolombo #lifebeforecorona @ Mövenpick Hotel Colombo https://t.co/gcJoGYXQp5
806,1,0.875,"Covid-19 Mood 🤠😎😉✌️ #sunday #covid19 #selfie #staysafe #washhands #wearfacemask #love #bless #world #sidathunlk #colombo #srilanka #lka #lk @ Colombo, Sri Lanka https://t.co/DdkSg0FKGT"
807,0,0.0,"14 million+ confirmed cases, 600k+ deaths globally. #COVID19 #CoronaVirus https://t.co/S0C7PAwbHa"
808,0,0.0,"#kn95facemask #staysafeeveryone #coronavirus #covid19 #kalutara #srilanka🇱🇰 #KiDS @ Kalutara South, Sri Lanka https://t.co/oDIpbVnKFq"
809,1,0.5994,Covid weddings. This set shot weddings covid 19 times program. The beautiful bride amritaadesilva dressed dhananjaya_bandara_official ramanifernando.salons &amp; Harris wijesinghe. The groom… https://t.co/QzOzT9Ow9F
810,0,0.0,🇱🇰Strawberry Pizza🇱🇰 visit Sri Lanka Post Covid19 #lka https://t.co/aiDB1qqkXb
811,1,0.7263,Photobombed Terooka &amp; Jehan’s wedding! Just like covid-19 got way gatherings... Luckily we’ve stepped game make service compliant guidance provided Ministry Health. Here… https://t.co/iEuprbnvRp
812,1,0.7415,"It doesn’t matter it’s CoViD-19 Zombie Apocalypse, you’re meant great, you’ll freaking great nothing Earth would stop you!🔥 #HustleHard #BeGreat #StayHungry #KeepGrinding #MuchLove #CoViD19 #Pandemic #COVID19LK"
813,1,0.3291,When again? 😥 #travelgram #covid19 #srilanka @ Kandy https://t.co/vufOSPnW4P
814,1,0.8271,Prevention better cure... I carry hand sanitizer pocket protect covid19... https://t.co/6O3Lswel4J
815,1,0.9552,🥰🥰 good thing happened #covid19 #movenpick #robatagrill #laksa #panangcurry #garlicrice #throwback @ Robata Grill Lounge https://t.co/mStrJfE5ke
816,1,0.7256,"Back School. Special offer!! School ""covid-19"" safety pack 1. 10 surgical maskes 2. Fragranced Sanitizer 225ml pack Only 1000.00 @ Islamic Book House https://t.co/zX4AvJOHTL"
817,1,0.4404,Well spent weekend Covid-19 🤙🔥 @ Ambuluwawa Observation Deck https://t.co/AjkVFhFk5r
818,1,0.8834,Throw back 🚣🚣 . Before Covid 19 guests fun Sri Lanka.. . Exciting train ride Sri Lankan hill country... . We invite come &amp; feel excitement signature train ride Sri… https://t.co/Ps3u7U8qLu
819,1,0.1779,COVID 19 day 94 Caramel pudding 🥧💪🏾 I strong independent brown man bakes 👨🏽‍🍳 Katie go work chocolate-related emergency I decided flex baking muscles… https://t.co/AWL49cHDv7
820,0,0.0,"Finally #covid19 . . . . . . . #balapitiya #srilanka #lka #exploring #chillin #goodvibes #goodtimes #traveldiaries #traveling #landlikenoother #evenings #instagood @ Balapitiya, Sri Lanka https://t.co/UtUM2YASU1"
821,0,-0.0085,Before Covid19 Covid 19 😉 #newme #memyself #change @ HIT HARD Fitness CLUB https://t.co/XT2qYJLWbj
822,0,0.0,Lotus tower #lotustower#nelumkuluna#covid19#pendemic#srilanka#peace#pearloftheocean#ceylon#traveldestination#ceylontraveldiary#youtuber#lotustower#travelwithradi#travel#thetravelgramsl#srilnakatravelblog#ceylontrip#travelphotography#traveltheworld#travelfollowloop100 https://t.co/aQBcdEn0PH
823,1,0.9186,"Today's Jumma Allah Pak please heal sick Covid-19 protect Muslim Ummah virus (Ameen Sum Ameen❤❤) #JummaMubarak @ Mohideen Grand Jumma Masjid, Kalmunai https://t.co/CNSlX71GqH"
824,1,0.875,Today's Jumma Allah Pak please heal sick Covid-19 protect Muslim Ummah virus (Ameen Sum Ameen❤❤) #JummaMubarak https://t.co/tY9xp8U0Fs
825,1,0.6369,♥️ #covi̇d19 #healthyathome @ Kalmunai https://t.co/2OhsRAdH3X
826,1,0.5994,During Covid19 managed explore hidden places around hometown -@nuwareliya hidden waterfall beautiful infinity view Watch full episode https://t.co/PRiha0XAlZ https://t.co/EvSbFTngfs
827,1,0.5994,"COVID19 took there. Loved every inch view ❤️ #ella #ninearchbridge #ninearchesbridge #srilanka @ Nine Arches Bridge, Demodara https://t.co/IBN1txtlbn"
828,0,0.0,Quarantine Capture . . . #covid19 #randomclick #MifaazHGT #samsung #A6_18 #Instagram #mobilephotography @ Mifaaz's Villa https://t.co/plb1HwUkfj
829,0,0.0,"COVID looks work home attire ... 🧔 👨‍💻 . . . . #covid19 #lockdown #workfromhome #colombo #srilanka @ Mount Lavinia, Sri Lanka https://t.co/HXEGjEUMCl"
830,1,0.3612,Travel beyond COVID-19 Interview authenticities_sri_lanka - President authenticitiessrilanka. #SriLankad #Asia. Follow link BIO full interview. . . What travel look like &amp; COVID-19.… https://t.co/0zpgKj4wKh
831,1,0.8271,"ආලෝකය උනත් සුන්දර අන්ධකාරය ඇතුලෙ... Today evening ,after sunset .. #beautiful #sunset #NaturePhotography #nature #sky #Covid_19 #ISLAND #Wanderlust #amazing #lka #srilanka #asian https://t.co/rkKbmE4XXN"
832,0,-0.4588,Helpless #souls #world. Take moment #time #think #YOU #CAN change someones #life 🙏🙏. #actionsspeak #louder #words. #Everylifematters. #changestartsnow. #Lessons #COVID__19. #HelpingHands #Helpeachother #LoveALL #Hatenone
833,1,0.5267,Work together protect Covid 19 @ Ella Retreat https://t.co/Xwh6SCCoji
834,1,0.8316,Gregory #lake filled #flowers #summer #time #sad still #closed deu #covid19 #pandemic #beautiful #sunny #day #nuwaraeliya #love #weather #kapilaktk #travel #photography #Nikon @ Lake Gregory https://t.co/Bm9UNMsgo0
835,0,-0.5106,Water #COVID19 crisis: 🧼 👏 water response 🌪 ☔️ water risks recovery 💪💪water resilience &amp; building back better New blog Claudia Sadoff I ⁦@IWMI_⁩ ⁦@UN_Water⁩ ⁦@siwi_water⁩ ⁦@WorldBankWater⁩ https://t.co/7HNNn3TZoE
836,1,0.743,"Safety https://t.co/tqy2QzPYcv, design deliver full range safety signage advertising solutions companies across Sri Lanka. Visit - https://t.co/2mynpBss3h Contact - 071 5565019 #COVID19 #safetysign #posters https://t.co/PSu7Yt7Iav"
837,0,0.0,අපගේ වෘත්තීයමය වගකීම මත COVID 19 නිසා වෘත්තීය ඡයාරූප ශිල්පීන්ගේ අඩපන වූ වෘත්තීය කටයුතු නැවත නගා සිටුවීම සඳහා සහයෝගයක් ලබා දීම උදෙසා අගල් 16X24 සහ 20X30 උසස්ම ප්‍රමිතියේ Photo Enlargements විශේෂිත මිලකට අපෙන් ලබාගන්න.... ☎️0917 200 733☎️ 📱WhatsApp/Viber 0716 323 083📱 https://t.co/VSWWOcgbTd
838,0,0.0,The first batch Sri Lankan national cricketers resumed outdoor training today #Covid19 pandemic halted Cricket worldwide March. @ThePapareSports @OfficialSLC @IamDimuth @Mickeyarthurcr1 @IAmIsuru17 @dasunshanaka1 @LEmbuldeniya @WaninduH @ICC @danushka_70 https://t.co/HZXPOAEv7b
839,0,0.0,"Covid-19 @ Colombo, Sri Lanka https://t.co/YVuhOJKAVf"
840,0,0.0,Covid_19 hikers ⛰️ #hawagaka_mountain https://t.co/7FvcSs4DPC
841,1,0.4404,"Transport Options... #safe&amp;sanitized #toyota #hiace #commuter #grandcabin #kdh #223b #transport #staff #colombo #srilanka #sosrilanka #office #safe #sanitized #covid19 #office #public #taxi @ Colombo, Sri Lanka https://t.co/qBa0lOPKDT"
842,0,0.0,"Life Covid 19 @ Kaduwela, Sri Lanka https://t.co/IKdcOd80vE"
843,1,0.9748,முடிவுகள் எதுவானால் என்ன.. 💪👈👌👍 #Blackpantherslofficials ❤💛🧡🖤 #instagood #instadaily #instamood #instagramforbusiness #youtube #tamilkavithai #tamil #tamilmemes #tamilmuser #trending #foryou #foryoupage #covid19… https://t.co/qKkMPCvCmh
844,0,0.0,Covid-19 නොතිබුනානම් අදයි අපේ Wedding එක 🙃 @ Summerfields https://t.co/eaQe9JjslH
845,0,0.0,Covid-19 නොතිබුනානම් අදයි අපේ Wedding එක 🙃 @ Summerfields https://t.co/FhO8BSS0IE
846,1,0.8591,❤️❤️💖 Covid 19*** Friends...... https://t.co/eLSVhL1PSN
847,1,0.6714,Here's collection in-trend Gents Ladies Sunglasses https://t.co/rNO7cYLYAf! . . . STAY HOME! STAY SAFE! Let us Deliver. #sunglasses #shades #srilanka #colombo #invu #quarantine #quarantinelife #covıd19 @ Rajagiriya https://t.co/hXmiSmxxwA
848,0,-0.7096,"Miss days travel, Miss seeing views, Miss hearing waves, Miss living experience. #lifeinlockdown sucks My last international trip #covıd19 #lockdown @tourismlk . . Follow… https://t.co/VcpXrrW3wz"
849,1,0.6714,Here's collection in-trend Gents Ladies Sunglasses https://t.co/rNO7cYLYAf! . . . STAY HOME! STAY SAFE! Let us Deliver. #sunglasses #shades #srilanka #colombo #invu #quarantine #quarantinelife #covıd19 @ Rajagiriya https://t.co/8Xjd2r4GeX
850,0,0.0,#instagood #instadaily #quarantine #colombo #srilanka #curfew #covid19 #foozootravel #mahasenbyfoozoo @ Foozoo Infinite https://t.co/LBBW3QNQZP
851,1,0.7579,hey guys made video promote one beloved friend's coffee shop. covid19 pandemic great service favorite place among tourists come kandy. But due to… https://t.co/hWhUKuAhzj
852,1,0.6714,Here's collection in-trend Gents Ladies Sunglasses https://t.co/rNO7cYLYAf! . . . STAY HOME! STAY SAFE! Let us Deliver. #sunglasses #shades #srilanka #colombo #invu #quarantine #quarantinelife #covıd19 @ Rajagiriya https://t.co/pwW7WX9vJX
853,1,0.9062,Loving Nature 🌱 #butterfly #relaxed #colorful #love #backtonature #quarantinelife #covid19 #coronavirus #pandemic #srilanka @ Dehiwala https://t.co/bT18tIlS07
854,1,0.7501,Popular Vlogger Nas Daily names Sri Lanka 🇱🇰 Most Generous Country Covid19 #COVID19 #SriLanka #lka 👇👇 https://t.co/TDLRIX0I5c https://t.co/0XILpcInaG
855,1,0.3147,"Finalllyyy escape home exactly 2months week!! #onelasttime #quarantinelife #covid19 #colombo @ Colombo, Sri Lanka https://t.co/knWuw7tMm5"
856,1,0.6988,"Had #Healthy Conversation With #Health Minister! #Srilanka Thank you! #covid19 Hon.Min.Pavithra Wanniarachchi පවිත්‍රා වන්නිආරච්චි #staysafe @ Tea Cup, Hatton https://t.co/eZkN1OJT9X"
857,0,0.0,Covid 19 වැනසූ අනාගත තාක්ෂණය 🇱🇰👇 Full Video Link - https://t.co/bpT3xm9U8x @ Nugegoda https://t.co/d8IlqvMdFz
858,1,0.5826,Swipe!! Ada cerita Teaser u/sobat sobat magoda . . Kalo Pandemi Covid19 ini udah berakhir. Wajib banget kalian planning waktu kalian buat meet-up dan silaturami lagi bersama teman-teman kalian okay! :) . . Lakukan… https://t.co/B1wiCSAQUG
859,1,0.2244,"On good days workout, bad days workout harder! 🔥💯🤟🏻💪🏼 . . . . . . #fitness #fit #fitnessmotivation #srilankan #srilanka #quarantine #quarantinelife #covid #covid19 #nevergiveup #neversettle #neverforget… https://t.co/pHn4XdOpYV"
860,1,0.7506,🔴 Plastic Face Shield 🔰 💁 අවශ්‍ය ඕනෑම ප්‍රමාණයක් 🙋 දැන්ම ඇණවුම් කරන්න❗ 📞 Call / Whatsapp : 0761375643 🚚 Delivery Available 🚚 #FaceShield #StaySafe #Covid19 https://t.co/HQTCM75Otz
861,1,0.6714,"Here's collection in-trend Gents Ladies Sunglasses https://t.co/rNO7cYLYAf! . . . STAY HOME! STAY SAFE! #sunglasses #shades #srilanka #colombo #invu #quarantine #quarantinelife #covıd19 @ Colombo, Sri Lanka https://t.co/Ktj3NThGeJ"
862,0,-0.128,Throwback wild lives Covid_19 😢🍻 #covid19 #throwback #memories #pub #publife #beer #drink #party #chilling #nightlife #nightout #bassist #bassistsofinstagram #punk #punklife #rocknroll #musician… https://t.co/OZ1AbFbWDp
863,0,-0.128,Throwback wild lives Covid_19 😢🍻 #covid19 #throwback #memories #pub #publife #beer #drink #party #chilling #nightlife #nightout #bassist #bassistsofinstagram #punk #punklife #rocknroll #musician… https://t.co/xufKCwBYSl
864,1,0.2023,New experience lantern making cardboard... No option find bamboo due Covid 19 quarantine curfew.. #VesakInQuarantine @ Home Sweet Home https://t.co/K5ofBjIXi8
865,1,0.7717,පින්බර ෙවසක් මංග්‍යක් ෙවිවා...🙏🙏🙏 #wesak #kothmale #wesak2020 #stayathome #covid_19 #kothmale_mahaweli_maha_seaya #igdaily #igtravel #peace #igers #peaceful #travelgoals #travelgoals2020 #january2020 https://t.co/Egm6G5GP2b
866,0,0.0,Covid 19 immunity booster distribut @ Kattankudi https://t.co/tQw2liTbwo
867,0,0.0,#Gopro #COVID19 https://t.co/Vjp2yMakwO
868,1,0.6714,Here's collection in-trend Gents Ladies Sunglasses https://t.co/rNO7cYLYAf! . . . STAY HOME! STAY SAFE! #sunglasses #shades #srilanka #colombo #invu #quarantine #quarantinelife #covıd19 @ Rajagiriya https://t.co/YgTF21ewpS
869,0,0.0,#OnlineClasses #Lockdown #COVID19 https://t.co/HV0omK4URm
870,1,0.6714,Here's collection in-trend Gents Ladies Sunglasses https://t.co/rNO7cYLYAf! . . . STAY HOME! STAY SAFE! #sunglasses #shades #srilanka #colombo #invu #quarantine #quarantinelife #covıd19 @ Rajagiriya https://t.co/terc1BZLrF
871,1,0.6714,Here's collection in-trend Gents Ladies Sunglasses https://t.co/rNO7cYLYAf! . . . STAY HOME! STAY SAFE! #sunglasses #shades #srilanka #colombo #invu #quarantine #quarantinelife #covıd19 @ Rajagiriya https://t.co/99BhSZUXjF
872,1,0.9571,"#Blackpantherslofficials ❤💛🧡🖤 #supportme #tamil #tamilmemes #vadivelu #lockdown2020 #covid19 #coronavirus @ Colombo, Sri Lanka https://t.co/5AbdZUpiiq"
873,1,0.5707,The hard days makes stronger! 💪🏼🍃☀️🔥 . . . . . . . #fitness #fit #fitnessmotivation #pullups #homeworkout #quarentine #covid #covid19 #srilanka #srilankan #backday #dreamer #nevergiveup #neverforget… https://t.co/QKFUx9gWVu
874,1,0.985,"Ayubowan, #Astrobiology #Astronomy lovers! Hope good, stay safe healthy unexpected #COVID__19 Pendemic. Also, I wish good luck research et al. Much love❤ @NASAAstrobio @Astrobiology_OU @fillingspace_ @ https://t.co/IQ0sEckg2w"
875,0,0.0,Covid 19 https://t.co/Bwu4Z7Xe8k
876,1,0.9371,උදේම රෙල් පාරේ ඇවිදින්න ගියා. 🖤🖤 කොච්චිය යන්නේ නැති නිසා රෙල් පාරත් දැන් හොඳටම වෙනස් වෙලා. 😍😍 #CerfewTime #Covid_19 #QurantineLife (1/4) https://t.co/4xFhRkm1gT
877,0,0.0,"#covid19 #curfew #stayhome #nikaweratiya #srilanka #police @ Nikaweratiya, Sri Lanka https://t.co/97nO2rYNVK"
878,1,0.872,"Social distancing best way prevent COVID-19. Stay Safe, Stay Clean. Be mindful distance. - A message Rivora Residence - #prevention #coronavirus #kandy #srilanka #staysafe #stayhome #stayclean #srilankatourism #srilankatravel #srilankatoday https://t.co/FN9VY4WmTp"
879,0,0.0,"#covid19 #city #close #mahasen #business @ Nikaweratiya, Sri Lanka https://t.co/zatV1iZnW6"
880,0,-0.5994,"#threeforces #slarmy #slnavy #slairforce #srilankanpride #srilanka #covid19lk #thankyou #war #covid_19 #sacrifice @ Colombo, Sri Lanka https://t.co/P7Bf0GV2yO"
881,1,0.1027,"NOCPCO Head Among Main Panelists 'ITN' TV ‘Doramadalawa' Lieutenant General Shavendra Silva, Chief Defence Staff, Commander Army &amp; Head National Operational Centre Prevention COVID-19… https://t.co/HnUZO9lZUP"
882,1,0.5267,Sincere gratitude goes frontline staff working tirelessly frontline Sri Lanka’s battle COVID-19 #covidheros @ Sri Lanka https://t.co/B0ivXmzhkn
883,1,0.9638,🎥Shooting Time ♦️ #coronavírus ☠️☠️☠️☠️☠️☠️ #covid_19 🤒🤒🤒🤒🤒🤒🤒 #sm ♦️♦️♦️♦️♦️♦️♦️♦️♦️ @ Akkara Wissa https://t.co/0uEK3lIUWx
884,1,0.4019,"Somewhere there, beautiful sunset missed us. #lockdown2020😷 #covıd19 . . Follow TheHungerBlogger Instastories live updates food,travel,fitness &amp; lifestyle..Lets… https://t.co/sDqB6a3c3V"
885,1,0.802,"Some elephant advice: Friendship glue hold world together. Who's glue that's keeping sane COVID-19?⁣ 📷: Alex Cearns | Orphan baby elephants Sri Lanka 💕 @ Udawalawa,… https://t.co/SsFnnjYpBM"
886,0,-0.6841,"WAR IS THE NEW NORMAL There never, recorded history, event agendas, unknowns purposes #COVID19. The New Normal, wet dream Big Pharma, infinite annual excuse suspend liberal democracy. #NewNormal https://t.co/iRlcP7w97P"
887,0,0.0,This whole stay home situation caused #COVID19 changed mind completely one day moving apartment. #lka #SriLanka #lockdown https://t.co/BZ1twy4PNc
888,0,0.0,"#stayhome #staysafe #covid_19 @ Middeniya, Sri Lanka https://t.co/wOxO4wFqI7"
